CableId, Panel Id, Description, Location, Room, Affl, Dest Rack Id, CableId, Qty, Keystone
A224, CN762, SPEAKER POINT, CONFERENCE 2, 205, PIPE GRID, ER601, A224, 1, 8
A225, CN763, SPEAKER POINT, CONFERENCE 2, 205, PIPE GRID, ER601, A225, 1, 9
A226, CN764, SPEAKER POINT, CONFERENCE 2, 205, PIPE GRID, ER601, A226, 1, 10
A227, FY601, TECH PANEL, FOYER, 207, 300, ER601, A227, 2, 11
A228, FY601, TECH PANEL, FOYER, 207, 300, ER601, A228, 2, 12
A229, FY602, TECH PANEL, FOYER, 207, 300, ER601, A229, 2, 13
A230, FY602, TECH PANEL, FOYER, 207, 300, ER601, A230, 2, 14
A231, , SPARE, , , , , A231, -1, 15
A232, , SPARE, , , , , A232, -1, 16
A233, , SPARE, , , , , A233, -1, 17
A234, , SPARE, , , , , A234, -1, 18
A235, , SPARE, , , , , A235, -1, 19
A236, , SPARE, , , , , A236, -1, 20
